2018-01-08;4450.47
2018-02-10;6562.15
2018-03-17;6095.16
2018-04-09;4853.24
2018-05-10;5446.62
2018-06-25;4317.97
2018-07-25;6720.17
2018-08-05;4140.44
2018-09-21;6519.36
2018-10-26;6456.4
2018-11-08;4318.58
2018-12-04;4943.59
2017-01-05;4451.46
2017-02-22;4176.55
2017-03-21;4552.35
2017-04-02;4936.53
2017-05-26;6121.78
2017-06-18;5308.2
2017-07-26;4871.12
2017-08-02;5486.34
2017-09-08;4574.8
2017-10-17;6543.94
2017-11-11;6863.21
2017-12-26;5420.47
2016-01-09;4223.77
2016-02-12;4551.18
2016-03-13;6381.54
2016-04-20;4680.81
2016-05-27;4694.84
2016-06-26;4131.64
2016-07-27;5309.31
2016-08-05;4622.64
2016-09-04;5709.47
2016-10-18;6830.32
2016-11-10;5870.97
2016-12-17;6406.4
2015-01-18;6944.39
2015-02-27;6943.71
2015-03-03;6842.27
2015-04-12;5674.27
2015-05-08;6494.64
2015-06-01;4421.89
2015-07-16;4674.7
2015-08-16;4509.75
2015-09-27;5012.16
2015-10-21;5951.7
2015-11-19;5415.77
2015-12-13;6114.72
2014-01-27;6470.42
2014-02-11;4096.24
2014-03-07;6979.93
2014-04-19;4309.47
2014-05-01;4607.29
2014-06-26;6851.47
2014-07-18;4826.75
2014-08-05;5795.14
2014-09-14;5499.0
2014-10-07;4009.34
2014-11-26;5529.12
2014-12-12;6220.39
2013-01-09;5910.16
2013-02-19;5629.77
2013-03-21;4140.53
2013-04-14;5996.56
2013-05-03;5123.9
2013-06-02;4920.75
2013-07-18;5124.65
2013-08-22;4591.7
2013-09-21;6959.64
2013-10-06;6064.29
2013-11-25;4271.74
2013-12-17;6394.7
2012-01-20;6619.93
2012-02-02;6142.42
2012-03-04;5540.39
2012-04-20;5977.19
2012-05-23;6815.9
2012-06-09;6264.92
2012-07-17;6150.37
2012-08-23;5263.9
2012-09-11;5035.27
2012-10-06;5677.46
2012-11-22;4224.43
2012-12-07;5612.15
2011-01-02;4342.17
2011-02-01;5476.3
2011-03-02;6604.13
2011-04-02;5585.44
2011-05-22;5210.23
2011-06-13;4505.13
2011-07-14;6091.8
2011-08-21;5262.55
2011-09-08;6945.14
2011-10-14;6288.73
2011-11-02;6115.7
2011-12-12;4760.55
2010-01-05;6371.4
2010-02-24;4485.78
2010-03-27;6309.46
2010-04-27;5240.83
2010-05-25;6959.28
2010-06-08;4584.42
2010-07-11;5738.39
2010-08-18;6876.33
2010-09-13;6157.81
2010-10-25;6556.9
2010-11-10;5934.67
2010-12-27;6482.57
2009-01-17;6860.4
2009-02-18;4845.95
2009-03-24;4475.5
2009-04-26;4817.51
2009-05-03;6305.61
2009-06-25;5603.73
2009-07-12;6862.89
2009-08-22;5287.37
2009-09-22;6432.53
2009-10-18;4463.73
2009-11-06;4589.83
2009-12-27;6271.79
2008-01-01;6232.6
2008-02-16;5838.2
2008-03-18;4454.91
2008-04-11;4718.76
2008-05-10;5314.85
2008-06-07;4833.74
2008-07-12;6576.23
2008-08-13;6157.26
2008-09-09;5870.13
2008-10-12;4331.91
2008-11-03;6894.53
2008-12-05;5800.96
2007-01-08;4287.82
2007-02-16;4990.55
2007-03-19;6263.61
2007-04-13;5334.6
2007-05-25;4705.47
2007-06-18;5639.65
2007-07-09;6692.94
2007-08-17;4933.54
2007-09-08;6431.53
2007-10-09;4500.83
2007-11-22;4555.15
2007-12-25;6433.11
2006-01-01;5837.67
2006-02-01;4813.38
2006-03-14;6512.45
2006-04-14;5154.13
2006-05-07;6228.8
2006-06-03;5945.52
2006-07-04;6450.39
2006-08-02;5833.45
2006-09-08;6874.91
2006-10-12;4405.9
2006-11-02;4847.33
2006-12-10;6207.13
2005-01-10;5801.28
2005-02-09;4133.93
2005-03-21;5195.94
2005-04-13;6700.37
2005-05-03;4612.53
2005-06-26;4025.51
2005-07-15;6832.79
2005-08-01;4609.59
2005-09-21;5307.69
2005-10-25;5916.83
2005-11-25;6988.1
2005-12-23;5240.77
2004-01-17;5605.1
2004-02-23;4202.38
2004-03-27;4736.3
2004-04-04;5890.57
2004-05-12;4567.93
2004-06-14;6533.13
2004-07-06;6856.62
2004-08-01;6194.73
2004-09-11;4250.36
2004-10-20;6453.39
2004-11-19;5676.97
2004-12-03;5105.77
2003-01-21;6093.5
2003-02-24;6462.43
2003-03-05;6612.68
2003-04-10;5478.88
2003-05-08;4085.35
2003-06-19;4416.56
2003-07-22;6950.42
2003-08-10;5760.9
2003-09-17;4714.9
2003-10-18;6181.9
2003-11-03;6527.85
2003-12-04;6335.8
2002-01-13;5616.62
2002-02-19;5353.85
2002-03-06;6472.26
2002-04-25;4490.68
2002-05-25;4282.0
2002-06-19;5750.59
2002-07-15;6617.83
2002-08-24;4470.67
2002-09-15;4234.28
